complaint_id,product_group,classification,confidence,delegative_score,evaluative_score,primary_evidence,secondary_signals
13497487,mortgage,DELEGATIVE,0.8,0.8,0.3,The consumer expresses reliance on the lender's guidance due to lack of experience and feels trapped in a situation beyond their control.,"The consumer repeatedly mentions their inexperience and fear of homelessness, indicating a sense of betrayal by the lender."
1917049,mortgage,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on unmet performance expectations, such as not returning calls and not reviewing documents in full.",The mention of being treated rudely and with an unhelpful attitude supports the evaluative classification.
6262797,mortgage,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on unmet performance expectations, specifically the failure to process a payment deferment as promised, leading to incorrect reporting to credit bureaus.",The consumer expresses frustration and dissatisfaction with the bank's failure to perform as advertised and the inability to reach the manager for resolution.
3076683,mortgage,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on misinformation about the HARP program and policy changes after receiving the application, described as 'unfair business practices.'","The complaint mentions 'bias resistance' and 'disturbingly inappropriate' handling, but these are framed in terms of service failures rather than betrayal."
4701681,mortgage,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations and verification failures, specifically the inability of the servicer to provide proof of the legal fees owed.",The consumer expresses frustration and dissatisfaction with the service quality and the failure to perform as advertised.
13874525,mortgage,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on incorrect charges, broken processes, and unmet promises, such as false information about insurance policy processing and escrow analysis.",The consumer expresses frustration and dissatisfaction with the incompetence of Lakeview's customer service.
4188021,mortgage,EVALUATIVE,0.85,0.3,0.9,"CHAFA has not provided a 1098 for my first mortgage for XXXX, nor do they provide a monthly statement of my first mortgage, nor do they report my payment history to the credit bureau.","The complaint focuses on unmet performance expectations and poor service quality, such as lack of cooperation and failure to provide necessary documents."
5362014,mortgage,EVALUATIVE,0.85,0.2,0.9,The complaint focuses on unmet performance expectations regarding the refund of taxes paid in error and lack of communication.,The consumer expresses frustration over the failure to address multiple requests and lack of telephonic contact.
2896819,mortgage,EVALUATIVE,0.7,0.4,0.7,"The complaint focuses on incorrect charges and poor service quality, particularly regarding the late fee and the inability to speak to a supervisor.","The consumer expresses frustration with the process and the handling of their payment, indicating unmet performance expectations."
4362430,mortgage,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations, such as long hold times, unanswered emails, and failure to close the refinance in time.","The mention of unexpected fees without discussion suggests a potential delegative aspect, but the overall tone is frustration with service quality."
5600850,mortgage,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on the mortgage company's inability to correctly process the loan modification despite having all necessary documents, leading to higher interest rates.",The consumer expresses frustration with the company's incompetence in handling the documentation and process.
2848632,mortgage,EVALUATIVE,0.8,0.3,0.8,The complaint focuses on unmet performance expectations and a failure to process the mortgage modification correctly.,The consumer expresses frustration with the mortgage company's inability to rectify the situation despite attempts.
5750782,mortgage,EVALUATIVE,0.8,0.3,0.8,All they do is give me misinformation or direct me elsewhere.,"The complaint focuses on unmet performance expectations and poor service quality, such as being told conflicting information and being unable to make payments online."
2234345,mortgage,EVALUATIVE,0.85,0.4,0.9,"The complaint focuses on unmet performance expectations and poor service quality, such as incorrect handling of the escrow account and unhelpful customer service.",The repeated emphasis on customer service failures and process issues supports an evaluative trust failure.
1973469,mortgage,EVALUATIVE,0.85,0.3,0.9,They are requesting amounts outside of my modification agreement.,The complaint focuses on incorrect charges and unmet performance expectations.
2719489,mortgage,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on discrepancies in statements, incorrect charges, and failure to properly service the mortgage.",The consumer expresses frustration with the process and mentions a numerical error by DiTech.
3486770,mortgage,EVALUATIVE,0.7,0.4,0.7,"The complaint focuses on unmet performance expectations, such as delayed communications, inaccessible loan information, and lack of response to inquiries.","The complaint also mentions procedural issues like incorrect handling of bankruptcy status and failure to pay insurance, which are indicative of service failures."
2493525,mortgage,EVALUATIVE,0.8,0.4,0.9,"Ocwen continues to mishandle loan balances, misapplied borrower payments, failed to correctly process escrow and insurance payments.","The complaint details numerous functional failures and unmet performance expectations, such as failure to file a proof of claim and mismanagement of mortgage accounts."
11911802,mortgage,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on incorrect charges and poor service quality, particularly regarding the application of payments and interest charges.",The consumer expresses frustration with the inability of customer service to resolve the issue and the failure of the online complaint system.
3589115,mortgage,EVALUATIVE,0.85,0.2,0.9,"The complaint focuses on being placed on hold for hours and being disconnected, indicating unmet performance expectations.",The mention of no online way of connecting and being transferred back to the same number suggests poor service quality.
3762104,mortgage,EVALUATIVE,0.85,0.3,0.9,Repeated calls to correct a misapplied payment and unmet promises to fix the issue.,Frustration with poor service quality and failure to perform as advertised.
1757349,mortgage,EVALUATIVE,0.85,0.3,0.9,The complaint focuses on incorrect escrow calculations and inadequate customer support.,"The consumer expresses frustration with the company's procedures and training, indicating dissatisfaction with service quality."
2488922,mortgage,EVALUATIVE,0.85,0.2,0.9,It's clear that Roundpoint's internal processes are totally broken.,"The complaint focuses on incorrect charges and broken processes, indicating unmet performance expectations."
5640978,mortgage,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on incorrect charges and poor service quality, such as unexplained fees and ineffective communication.",The consumer expresses frustration with the process and the inability to resolve the issue through normal channels.
